number_of_duplications	unique_reads	Sequencing_ID	read_type	Strandedness	Library_ID
1	73879	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
2	2811	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
3	429	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
4	136	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
5	76	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
6	35	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
7	26	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
8	18	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
9	12	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
10	9	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
11	6	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
12	6	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
13	2	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
14	2	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
15	4	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
16	2	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
17	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
18	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
20	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
23	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
24	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
26	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
27	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
28	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
35	2	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
37	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
38	1	BAN001.A0102.SG1.4_10M	merged	Single	BAN001.A0102_10M
1	3512013	CDM019.A0101.SG1.1_10M	merged	Double	CDM019.A0101_10M
2	51876	CDM019.A0101.SG1.1_10M	merged	Double	CDM019.A0101_10M
3	465	CDM019.A0101.SG1.1_10M	merged	Double	CDM019.A0101_10M
4	3	CDM019.A0101.SG1.1_10M	merged	Double	CDM019.A0101_10M
1	2175010	CDM019.A0102.SG1.4_10M	merged	Single	CDM019.A0102_10M
2	23614	CDM019.A0102.SG1.4_10M	merged	Single	CDM019.A0102_10M
3	102	CDM019.A0102.SG1.4_10M	merged	Single	CDM019.A0102_10M
1	3227518	CDM020.A0101.SG1.1_10M	merged	Double	CDM020.A0101_10M
2	54589	CDM020.A0101.SG1.1_10M	merged	Double	CDM020.A0101_10M
3	608	CDM020.A0101.SG1.1_10M	merged	Double	CDM020.A0101_10M
4	4	CDM020.A0101.SG1.1_10M	merged	Double	CDM020.A0101_10M
1	2227160	CDM020.A0102.SG1.4_10M	merged	Single	CDM020.A0102_10M
2	21551	CDM020.A0102.SG1.4_10M	merged	Single	CDM020.A0102_10M
3	83	CDM020.A0102.SG1.4_10M	merged	Single	CDM020.A0102_10M
1	248859	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
2	124796	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
3	88914	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
4	58774	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
5	36567	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
6	21175	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
7	12110	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
8	6364	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
9	3314	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
10	1672	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
11	760	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
12	378	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
13	134	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
14	65	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
15	32	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
16	7	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
17	3	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
18	3	FUM001.A0101.SG1.1_10M	merged	Double	FUM001.A0101_10M
1	172684	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
2	3486	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
3	66	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
4	3	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
5	1	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
6	1	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
7	1	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
9	1	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
10	1	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
56	1	FUM001.A0102.SG1.4_10M	merged	Single	FUM001.A0102_10M
1	1715139	FUM002.A0101.SG1.1_10M	merged	Double	FUM002.A0101_10M
2	51046	FUM002.A0101.SG1.1_10M	merged	Double	FUM002.A0101_10M
3	1461	FUM002.A0101.SG1.1_10M	merged	Double	FUM002.A0101_10M
4	40	FUM002.A0101.SG1.1_10M	merged	Double	FUM002.A0101_10M
1	721684	FUM002.A0102.SG1.5_10M	merged	Single	FUM002.A0102_10M
2	9579	FUM002.A0102.SG1.5_10M	merged	Single	FUM002.A0102_10M
3	88	FUM002.A0102.SG1.5_10M	merged	Single	FUM002.A0102_10M
4	1	FUM002.A0102.SG1.5_10M	merged	Single	FUM002.A0102_10M
1	2621261	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
2	290613	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
3	32386	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
4	3307	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
5	338	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
6	30	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
7	1	FUM003.A0101.SG1.1_10M	merged	Double	FUM003.A0101_10M
1	1090462	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
2	18950	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
3	211	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
4	5	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
6	2	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
7	1	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
19	1	FUM003.A0102.SG1.4_10M	merged	Single	FUM003.A0102_10M
1	335633	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
2	179581	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
3	134582	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
4	91580	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
5	58081	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
6	34450	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
7	18954	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
8	10186	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
9	5225	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
10	2481	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
11	1162	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
12	450	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
13	232	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
14	71	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
15	34	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
16	9	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
17	4	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
18	2	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
19	2	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
23	1	GDN001.A0101.SG1.1_10M	merged	Double	GDN001.A0101_10M
1	371995	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
2	19223	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
3	1117	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
4	105	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
5	17	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
6	10	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
7	4	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
8	2	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
9	2	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
13	1	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
24	1	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
27	1	GDN001.A0102.SG1.3_10M	merged	Single	GDN001.A0102_10M
1	1342345	GOY005.A0101.SG1.2_10M	merged	Double	GOY005.A0101_10M
2	20100	GOY005.A0101.SG1.2_10M	merged	Double	GOY005.A0101_10M
3	299	GOY005.A0101.SG1.2_10M	merged	Double	GOY005.A0101_10M
4	1	GOY005.A0101.SG1.2_10M	merged	Double	GOY005.A0101_10M
1	446462	GOY005.A0103.SG1.4_10M	merged	Single	GOY005.A0103_10M
2	4701	GOY005.A0103.SG1.4_10M	merged	Single	GOY005.A0103_10M
3	17	GOY005.A0103.SG1.4_10M	merged	Single	GOY005.A0103_10M
1	1268488	GOY006.A0101.SG1.2_10M	merged	Double	GOY006.A0101_10M
2	8114	GOY006.A0101.SG1.2_10M	merged	Double	GOY006.A0101_10M
3	199	GOY006.A0101.SG1.2_10M	merged	Double	GOY006.A0101_10M
4	12	GOY006.A0101.SG1.2_10M	merged	Double	GOY006.A0101_10M
5	2	GOY006.A0101.SG1.2_10M	merged	Double	GOY006.A0101_10M
1	592882	GOY006.A0102.SG1.5_10M	merged	Single	GOY006.A0102_10M
2	7636	GOY006.A0102.SG1.5_10M	merged	Single	GOY006.A0102_10M
3	97	GOY006.A0102.SG1.5_10M	merged	Single	GOY006.A0102_10M
4	9	GOY006.A0102.SG1.5_10M	merged	Single	GOY006.A0102_10M
5	2	GOY006.A0102.SG1.5_10M	merged	Single	GOY006.A0102_10M
1	273484	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
2	99868	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
3	54308	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
4	26984	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
5	12689	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
6	5553	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
7	2293	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
8	924	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
9	392	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
10	127	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
11	44	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
12	9	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
13	3	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
15	1	GUE001.A0101.SG1.1_10M	merged	Double	GUE001.A0101_10M
1	25834	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
2	653	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
3	17	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
4	4	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
5	4	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
6	3	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
7	2	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
8	2	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
10	2	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
19	1	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
24	1	GUE001.A0102.SG1.4_10M	merged	Single	GUE001.A0102_10M
1	3124068	PES001.B0101.SG1.3_10M	merged	Double	PES001.B0101_10M
2	88560	PES001.B0101.SG1.3_10M	merged	Double	PES001.B0101_10M
3	2276	PES001.B0101.SG1.3_10M	merged	Double	PES001.B0101_10M
4	56	PES001.B0101.SG1.3_10M	merged	Double	PES001.B0101_10M
1	1664985	PES001.B0102.SG1.5_10M	merged	Single	PES001.B0102_10M
2	22219	PES001.B0102.SG1.5_10M	merged	Single	PES001.B0102_10M
3	185	PES001.B0102.SG1.5_10M	merged	Single	PES001.B0102_10M
4	2	PES001.B0102.SG1.5_10M	merged	Single	PES001.B0102_10M
1	124155	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
2	36577	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
3	19564	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
4	9731	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
5	4514	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
6	2007	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
7	762	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
8	305	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
9	103	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
10	33	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
11	18	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
12	2	SPM002.A0101.SG1.1_10M	merged	Double	SPM002.A0101_10M
1	35097	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
2	634	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
3	7	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
4	4	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
5	2	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
7	2	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
8	1	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
38	1	SPM002.A0103.SG1.4_10M	merged	Single	SPM002.A0103_10M
1	1068735	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
2	136736	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
3	18400	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
4	2399	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
5	315	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
6	36	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
7	11	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
8	2	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
10	1	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
11	1	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
12	1	VLD001.A0101.SG1.1_10M	merged	Double	VLD001.A0101_10M
1	312633	VLD001.A0102.SG1.2_10M	merged	Single	VLD001.A0102_10M
2	12471	VLD001.A0102.SG1.2_10M	merged	Single	VLD001.A0102_10M
3	495	VLD001.A0102.SG1.2_10M	merged	Single	VLD001.A0102_10M
4	24	VLD001.A0102.SG1.2_10M	merged	Single	VLD001.A0102_10M
11	1	VLD001.A0102.SG1.2_10M	merged	Single	VLD001.A0102_10M
12	1	VLD001.A0102.SG1.2_10M	merged	Single	VLD001.A0102_10M
1	355152	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
2	107198	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
3	32522	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
4	8590	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
5	2292	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
6	509	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
7	101	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
8	34	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
9	5	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
10	3	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
11	1	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
14	1	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
15	1	ZAF001.A0101.SG1.1_10M	merged	Double	ZAF001.A0101_10M
1	109062	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
2	2210	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
3	46	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
4	3	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
5	1	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
7	1	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
9	1	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
10	1	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
24	1	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
32	1	ZAF001.A0103.SG1.4_10M	merged	Single	ZAF001.A0103_10M
