number_of_duplications	unique_reads	Sequencing_ID	read_type	Strandedness	Library_ID
1	8229	GOY006.A0101.SG1.2_10M	unmerged	Double	GOY006.A0101_10M
2	31	GOY006.A0101.SG1.2_10M	unmerged	Double	GOY006.A0101_10M
1	1139	GOY006.A0102.SG1.5_10M	unmerged	Single	GOY006.A0102_10M
2	15	GOY006.A0102.SG1.5_10M	unmerged	Single	GOY006.A0102_10M
1	240	GUE001.A0101.SG1.1_10M	unmerged	Double	GUE001.A0101_10M
2	54	GUE001.A0101.SG1.1_10M	unmerged	Double	GUE001.A0101_10M
3	12	GUE001.A0101.SG1.1_10M	unmerged	Double	GUE001.A0101_10M
4	2	GUE001.A0101.SG1.1_10M	unmerged	Double	GUE001.A0101_10M
1	3	GUE001.A0102.SG1.4_10M	unmerged	Single	GUE001.A0102_10M
1	193108	PES001.B0101.SG1.3_10M	unmerged	Double	PES001.B0101_10M
2	3994	PES001.B0101.SG1.3_10M	unmerged	Double	PES001.B0101_10M
3	87	PES001.B0101.SG1.3_10M	unmerged	Double	PES001.B0101_10M
4	2	PES001.B0101.SG1.3_10M	unmerged	Double	PES001.B0101_10M
5	1	PES001.B0101.SG1.3_10M	unmerged	Double	PES001.B0101_10M
1	35802	PES001.B0102.SG1.5_10M	unmerged	Single	PES001.B0102_10M
2	460	PES001.B0102.SG1.5_10M	unmerged	Single	PES001.B0102_10M
3	2	PES001.B0102.SG1.5_10M	unmerged	Single	PES001.B0102_10M
1	1660	SPM002.A0101.SG1.1_10M	unmerged	Double	SPM002.A0101_10M
2	311	SPM002.A0101.SG1.1_10M	unmerged	Double	SPM002.A0101_10M
3	85	SPM002.A0101.SG1.1_10M	unmerged	Double	SPM002.A0101_10M
4	13	SPM002.A0101.SG1.1_10M	unmerged	Double	SPM002.A0101_10M
5	2	SPM002.A0101.SG1.1_10M	unmerged	Double	SPM002.A0101_10M
1	72	SPM002.A0103.SG1.4_10M	unmerged	Single	SPM002.A0103_10M
1	12905	VLD001.A0101.SG1.1_10M	unmerged	Double	VLD001.A0101_10M
2	655	VLD001.A0101.SG1.1_10M	unmerged	Double	VLD001.A0101_10M
3	46	VLD001.A0101.SG1.1_10M	unmerged	Double	VLD001.A0101_10M
4	2	VLD001.A0101.SG1.1_10M	unmerged	Double	VLD001.A0101_10M
1	394	VLD001.A0102.SG1.2_10M	unmerged	Single	VLD001.A0102_10M
2	21	VLD001.A0102.SG1.2_10M	unmerged	Single	VLD001.A0102_10M
1	2753	ZAF001.A0101.SG1.1_10M	unmerged	Double	ZAF001.A0101_10M
2	258	ZAF001.A0101.SG1.1_10M	unmerged	Double	ZAF001.A0101_10M
3	29	ZAF001.A0101.SG1.1_10M	unmerged	Double	ZAF001.A0101_10M
4	3	ZAF001.A0101.SG1.1_10M	unmerged	Double	ZAF001.A0101_10M
1	275	ZAF001.A0103.SG1.4_10M	unmerged	Single	ZAF001.A0103_10M
2	3	ZAF001.A0103.SG1.4_10M	unmerged	Single	ZAF001.A0103_10M
