"Species"	"Isolation_Source"
"Pelagibacter A sp902557775"	"other"
"Pelagibacter A sp902557785"	"other"
"Pelagibacter A sp902557935"	"other"
"Pelagibacter A sp902561585"	"other"
"Pelagibacter A sp902566675"	"other"
"Pelagibacter A sp902566945"	"other"
"Pelagibacter A sp902569465"	"other"
"Pelagibacter A sp902569735"	"other"
"Pelagibacter A sp902569785"	"other"
"Pelagibacter A sp902572345"	"other"
"Pelagibacter A sp902572475"	"other"
"Pelagibacter A sp902572605"	"other"
"Pelagibacter A sp902573905"	"other"
"Pelagibacter A sp902573985"	"other"
"Pelagibacter A sp902574045"	"other"
"Pelagibacter A sp902575095"	"other"
"Pelagibacter A sp902577575"	"other"
"Pelagibacter A sp902578315"	"other"
"Pelagibacter A sp902579115"	"other"
"Pelagibacter A sp902580565"	"other"
"Pelagibacter A sp902582165"	"other"
"Pelagibacter A sp902582875"	"other"
"Pelagibacter A sp902583585"	"other"
"Pelagibacter A sp902585045"	"other"
"Pelagibacter A sp902587515"	"other"
"Pelagibacter A sp902589155"	"other"
"Pelagibacter A sp902589305"	"other"
"Pelagibacter A sp902589705"	"other"
"Pelagibacter A sp902590285"	"other"
"Pelagibacter A sp902590465"	"other"
"Pelagibacter A sp902590505"	"other"
"Pelagibacter A sp902590625"	"other"
"Pelagibacter A sp902590755"	"other"
"Pelagibacter A sp902590845"	"other"
"Pelagibacter A sp902591415"	"other"
"Pelagibacter A sp902592655"	"other"
"Pelagibacter A sp902593905"	"other"
"Pelagibacter A sp902594835"	"other"
"Pelagibacter A sp902595375"	"other"
"Pelagibacter A sp902595625"	"other"
"Pelagibacter A sp902596205"	"other"
"Pelagibacter A sp902597175"	"other"
"Pelagibacter A sp902598125"	"other"
"Pelagibacter A sp902598315"	"other"
"Pelagibacter A sp902598595"	"other"
"Pelagibacter A sp902598735"	"other"
"Pelagibacter A sp902601545"	"other"
"Pelagibacter A sp902601705"	"other"
"Pelagibacter A sp902603945"	"other"
"Pelagibacter A sp902604055"	"other"
"Pelagibacter A sp902605035"	"other"
"Pelagibacter A sp902609855"	"other"
"Pelagibacter A sp902610115"	"other"
"Pelagibacter A sp902610515"	"other"
"Pelagibacter A sp902610975"	"other"
"Pelagibacter A sp902612235"	"other"
"Pelagibacter A sp902613545"	"other"
"Pelagibacter A sp902613915"	"other"
"Pelagibacter A sp902615435"	"other"
"Pelagibacter A sp902615715"	"other"
"Pelagibacter A sp902616145"	"other"
"Pelagibacter A sp902617025"	"other"
"Pelagibacter A sp902618555"	"other"
"Pelagibacter A sp902619495"	"other"
"Pelagibacter A sp902619675"	"other"
"Pelagibacter A sp902619835"	"other"
"Pelagibacter A sp902620585"	"other"
"Pelagibacter A sp902623395"	"other"
"Pelagibacter A sp902624195"	"other"
"Pelagibacter A sp902624495"	"other"
"Pelagibacter A sp902624885"	"other"
"Pelagibacter A sp902625125"	"other"
"Pelagibacter A sp902625945"	"other"
"Pelagibacter A sp902626045"	"other"
"Pelagibacter A sp902626185"	"other"
"Pelagibacter A sp902628815"	"other"
"Pelagibacter A sp902630665"	"other"
"Pelagibacter A sp902630915"	"other"
"Pelagibacter A sp902630925"	"other"
"Pelagibacter A sp902631535"	"other"
"Pelagibacter A sp902632145"	"other"
"Pelagibacter A sp902632445"	"other"
"Pelagibacter A sp902633595"	"other"
"Pelagibacter A sp902635225"	"other"
"Pelagibacter A sp902635795"	"other"
"Pelagibacter A ubique A"	"other"
"Pelagibacter A ubique B"	"other"
"Pelagibacter giovannonii"	"other"
"Pelagibacter sp000155895"	"other"
"Pelagibacter sp000299095"	"other"
"Pelagibacter sp001438335"	"other"
"Pelagibacter sp001704055"	"other"
"Pelagibacter sp001704065"	"other"
"Pelagibacter sp002101295"	"other"
"Pelagibacter sp002101315"	"other"
"Pelagibacter sp002169255"	"other"
"Pelagibacter sp002169475"	"other"
"Pelagibacter sp002170205"	"other"
"Pelagibacter sp002170275"	"other"
"Pelagibacter sp002457485"	"other"
"Pelagibacter sp002692475"	"other"
"Pelagibacter sp002708525"	"other"
"Pelagibacter sp003209915"	"other"
"Pelagibacter sp003210015"	"other"
"Pelagibacter sp003210025"	"other"
"Pelagibacter sp003210075"	"other"
"Pelagibacter sp003210095"	"other"
"Pelagibacter sp003211555"	"other"
"Pelagibacter sp003212275"	"other"
"Pelagibacter sp003212295"	"other"
"Pelagibacter sp003212415"	"other"
"Pelagibacter sp003212925"	"other"
"Pelagibacter sp003213015"	"other"
"Pelagibacter sp003213155"	"other"
"Pelagibacter sp003213615"	"other"
"Pelagibacter sp003213695"	"other"
"Pelagibacter sp003214525"	"other"
"Pelagibacter sp003215055"	"other"
"Pelagibacter sp003215185"	"other"
"Pelagibacter sp003216235"	"other"
"Pelagibacter sp003216255"	"other"
"Pelagibacter sp003278065"	"other"
"Pelagibacter sp003278165"	"other"
"Pelagibacter sp003278805"	"other"
"Pelagibacter sp003279685"	"other"
"Pelagibacter sp003279715"	"other"
"Pelagibacter sp003279765"	"other"
"Pelagibacter sp003279775"	"other"
"Pelagibacter sp003280005"	"other"
"Pelagibacter sp003280485"	"other"
"Pelagibacter sp003281005"	"other"
"Pelagibacter sp003281045"	"other"
"Pelagibacter sp003281725"	"other"
"Pelagibacter sp003282055"	"other"
"Pelagibacter sp003282205"	"other"
"Pelagibacter sp003282825"	"other"
"Pelagibacter sp003282895"	"other"
"Pelagibacter sp003282945"	"other"
"Pelagibacter sp003282975"	"other"
"Pelagibacter sp003282985"	"other"
"Pelagibacter sp003283905"	"other"
"Pelagibacter sp007833635"	"other"
"Pelagibacter sp008638165"	"other"
"Pelagibacter sp009693705"	"other"
"Pelagibacter sp011526385"	"other"
"Pelagibacter sp012963775"	"other"
"Pelagibacter sp013204495"	"other"
"Pelagibacter sp014653355"	"other"
"Pelagibacter sp014653365"	"other"
"Pelagibacter sp014653375"	"other"
"Pelagibacter sp014653385"	"other"
"Pelagibacter sp014653455"	"other"
"Pelagibacter sp014653535"	"other"
"Pelagibacter sp014653585"	"other"
"Pelagibacter sp014653605"	"other"
"Pelagibacter sp014653625"	"other"
"Pelagibacter sp014653665"	"other"
"Pelagibacter sp014653775"	"other"
"Pelagibacter sp014653935"	"other"
"Pelagibacter sp014653975"	"other"
"Pelagibacter sp014653985"	"other"
"Pelagibacter sp014654035"	"other"
"Pelagibacter sp014654065"	"other"
"Pelagibacter sp014654115"	"other"
"Pelagibacter sp014654165"	"other"
"Pelagibacter sp014654235"	"other"
"Pelagibacter sp014654245"	"other"
"Pelagibacter sp014654265"	"other"
"Pelagibacter sp014654455"	"other"
"Pelagibacter sp016777545"	"other"
"Pelagibacter sp016778675"	"other"
"Pelagibacter sp016870175"	"other"
"Pelagibacter sp017880265"	"other"
"Pelagibacter sp900177485"	"other"
"Pelagibacter sp902509725"	"other"
"Pelagibacter sp902510495"	"other"
"Pelagibacter sp902510635"	"other"
"Pelagibacter sp902511185"	"other"
"Pelagibacter sp902512765"	"other"
"Pelagibacter sp902513415"	"other"
"Pelagibacter sp902513955"	"other"
"Pelagibacter sp902514605"	"other"
"Pelagibacter sp902514665"	"other"
"Pelagibacter sp902514695"	"other"
"Pelagibacter sp902514745"	"other"
"Pelagibacter sp902514755"	"other"
"Pelagibacter sp902514805"	"other"
"Pelagibacter sp902514945"	"other"
"Pelagibacter sp902515095"	"other"
"Pelagibacter sp902515175"	"other"
"Pelagibacter sp902515185"	"other"
"Pelagibacter sp902515195"	"other"
"Pelagibacter sp902515205"	"other"
"Pelagibacter sp902515485"	"other"
"Pelagibacter sp902515625"	"other"
"Pelagibacter sp902515965"	"other"
"Pelagibacter sp902515985"	"other"
"Pelagibacter sp902516065"	"other"
"Pelagibacter sp902516345"	"other"
"Pelagibacter sp902516395"	"other"
"Pelagibacter sp902516425"	"other"
"Pelagibacter sp902516435"	"other"
"Pelagibacter sp902516465"	"other"
"Pelagibacter sp902516625"	"other"
"Pelagibacter sp902517175"	"other"
"Pelagibacter sp902517455"	"other"
"Pelagibacter sp902517495"	"other"
"Pelagibacter sp902517615"	"other"
"Pelagibacter sp902517735"	"other"
"Pelagibacter sp902517745"	"other"
"Pelagibacter sp902518155"	"other"
"Pelagibacter sp902518165"	"other"
"Pelagibacter sp902518185"	"other"
"Pelagibacter sp902518235"	"other"
"Pelagibacter sp902518395"	"other"
"Pelagibacter sp902518595"	"other"
"Pelagibacter sp902518835"	"other"
"Pelagibacter sp902519255"	"other"
"Pelagibacter sp902519325"	"other"
"Pelagibacter sp902519375"	"other"
"Pelagibacter sp902519455"	"other"
"Pelagibacter sp902519625"	"other"
"Pelagibacter sp902519695"	"other"
"Pelagibacter sp902519945"	"other"
"Pelagibacter sp902520335"	"other"
"Pelagibacter sp902520355"	"other"
"Pelagibacter sp902520645"	"other"
"Pelagibacter sp902520685"	"other"
"Pelagibacter sp902520695"	"other"
"Pelagibacter sp902521005"	"other"
"Pelagibacter sp902521075"	"other"
"Pelagibacter sp902521615"	"other"
"Pelagibacter sp902521675"	"other"
"Pelagibacter sp902521805"	"other"
"Pelagibacter sp902522115"	"other"
"Pelagibacter sp902522225"	"other"
"Pelagibacter sp902522325"	"other"
"Pelagibacter sp902522365"	"other"
"Pelagibacter sp902522385"	"other"
"Pelagibacter sp902522525"	"other"
"Pelagibacter sp902522895"	"other"
"Pelagibacter sp902522915"	"other"
"Pelagibacter sp902523125"	"other"
"Pelagibacter sp902523495"	"other"
"Pelagibacter sp902523515"	"other"
"Pelagibacter sp902523615"	"other"
"Pelagibacter sp902523895"	"other"
"Pelagibacter sp902524045"	"other"
"Pelagibacter sp902524115"	"other"
"Pelagibacter sp902524235"	"other"
"Pelagibacter sp902524345"	"other"
"Pelagibacter sp902524535"	"other"
"Pelagibacter sp902524545"	"other"
"Pelagibacter sp902524635"	"other"
"Pelagibacter sp902524865"	"other"
"Pelagibacter sp902524995"	"other"
"Pelagibacter sp902525295"	"other"
"Pelagibacter sp902525355"	"other"
"Pelagibacter sp902525565"	"other"
"Pelagibacter sp902525625"	"other"
"Pelagibacter sp902525935"	"other"
"Pelagibacter sp902526085"	"other"
"Pelagibacter sp902526115"	"other"
"Pelagibacter sp902526405"	"other"
"Pelagibacter sp902526595"	"other"
"Pelagibacter sp902526645"	"other"
"Pelagibacter sp902527215"	"other"
"Pelagibacter sp902527265"	"other"
"Pelagibacter sp902527415"	"other"
"Pelagibacter sp902527485"	"other"
"Pelagibacter sp902527635"	"other"
"Pelagibacter sp902528135"	"other"
"Pelagibacter sp902528175"	"other"
"Pelagibacter sp902528375"	"other"
"Pelagibacter sp902528505"	"other"
"Pelagibacter sp902528575"	"other"
"Pelagibacter sp902528645"	"other"
"Pelagibacter sp902529105"	"other"
"Pelagibacter sp902529645"	"other"
"Pelagibacter sp902529715"	"other"
"Pelagibacter sp902529785"	"other"
"Pelagibacter sp902530715"	"other"
"Pelagibacter sp902531025"	"other"
"Pelagibacter sp902531175"	"other"
"Pelagibacter sp902531455"	"other"
"Pelagibacter sp902531765"	"other"
"Pelagibacter sp902531885"	"other"
"Pelagibacter sp902532195"	"other"
"Pelagibacter sp902532225"	"other"
"Pelagibacter sp902532525"	"other"
"Pelagibacter sp902532565"	"other"
"Pelagibacter sp902532645"	"other"
"Pelagibacter sp902533075"	"other"
"Pelagibacter sp902533445"	"other"
"Pelagibacter sp902533585"	"other"
"Pelagibacter sp902533775"	"other"
"Pelagibacter sp902533945"	"other"
"Pelagibacter sp902533955"	"other"
"Pelagibacter sp902534465"	"other"
"Pelagibacter sp902534735"	"other"
"Pelagibacter sp902535155"	"other"
"Pelagibacter sp902535275"	"other"
"Pelagibacter sp902535625"	"other"
"Pelagibacter sp902535745"	"other"
"Pelagibacter sp902536005"	"other"
"Pelagibacter sp902536575"	"other"
"Pelagibacter sp902536765"	"other"
"Pelagibacter sp902536925"	"other"
"Pelagibacter sp902536975"	"other"
"Pelagibacter sp902537055"	"other"
"Pelagibacter sp902537555"	"other"
"Pelagibacter sp902537575"	"other"
"Pelagibacter sp902537665"	"other"
"Pelagibacter sp902537895"	"other"
"Pelagibacter sp902537905"	"other"
"Pelagibacter sp902538255"	"other"
"Pelagibacter sp902538495"	"other"
"Pelagibacter sp902538525"	"other"
"Pelagibacter sp902538745"	"other"
"Pelagibacter sp902538885"	"other"
"Pelagibacter sp902538915"	"other"
"Pelagibacter sp902539035"	"other"
"Pelagibacter sp902539145"	"other"
"Pelagibacter sp902539165"	"other"
"Pelagibacter sp902539195"	"other"
"Pelagibacter sp902539445"	"other"
"Pelagibacter sp902540235"	"other"
"Pelagibacter sp902540275"	"other"
"Pelagibacter sp902540545"	"other"
"Pelagibacter sp902540595"	"other"
"Pelagibacter sp902540785"	"other"
"Pelagibacter sp902541285"	"other"
"Pelagibacter sp902541315"	"other"
"Pelagibacter sp902541515"	"other"
"Pelagibacter sp902541745"	"other"
"Pelagibacter sp902541825"	"other"
"Pelagibacter sp902542235"	"other"
"Pelagibacter sp902542855"	"other"
"Pelagibacter sp902542975"	"other"
"Pelagibacter sp902543245"	"other"
"Pelagibacter sp902543295"	"other"
"Pelagibacter sp902543375"	"other"
"Pelagibacter sp902543405"	"other"
"Pelagibacter sp902543485"	"other"
"Pelagibacter sp902543535"	"other"
"Pelagibacter sp902543575"	"other"
"Pelagibacter sp902544135"	"other"
"Pelagibacter sp902544985"	"other"
"Pelagibacter sp902545035"	"other"
"Pelagibacter sp902545405"	"other"
"Pelagibacter sp902545555"	"other"
"Pelagibacter sp902545635"	"other"
"Pelagibacter sp902545825"	"other"
"Pelagibacter sp902546085"	"other"
"Pelagibacter sp902546145"	"other"
"Pelagibacter sp902546375"	"other"
"Pelagibacter sp902546765"	"other"
"Pelagibacter sp902547215"	"other"
"Pelagibacter sp902547535"	"other"
"Pelagibacter sp902548405"	"other"
"Pelagibacter sp902549785"	"other"
"Pelagibacter sp902550285"	"other"
"Pelagibacter sp902550635"	"other"
"Pelagibacter sp902550805"	"other"
"Pelagibacter sp902551215"	"other"
"Pelagibacter sp902551445"	"other"
"Pelagibacter sp902551455"	"other"
"Pelagibacter sp902551735"	"other"
"Pelagibacter sp902551755"	"other"
"Pelagibacter sp902551895"	"other"
"Pelagibacter sp902551985"	"other"
"Pelagibacter sp902552035"	"other"
"Pelagibacter sp902552475"	"other"
"Pelagibacter sp902552705"	"other"
"Pelagibacter sp902552755"	"other"
"Pelagibacter sp902552805"	"other"
"Pelagibacter sp902552985"	"other"
"Pelagibacter sp902553465"	"other"
"Pelagibacter sp902553675"	"other"
"Pelagibacter sp902553695"	"other"
"Pelagibacter sp902553845"	"other"
"Pelagibacter sp902554035"	"other"
"Pelagibacter sp902554195"	"other"
"Pelagibacter sp902554315"	"other"
"Pelagibacter sp902554335"	"other"
"Pelagibacter sp902554745"	"other"
"Pelagibacter sp902554765"	"other"
"Pelagibacter sp902554795"	"other"
"Pelagibacter sp902554995"	"other"
"Pelagibacter sp902555065"	"other"
"Pelagibacter sp902555275"	"other"
"Pelagibacter sp902555435"	"other"
"Pelagibacter sp902555465"	"other"
"Pelagibacter sp902555535"	"other"
"Pelagibacter sp902555585"	"other"
"Pelagibacter sp902555655"	"other"
"Pelagibacter sp902555665"	"other"
"Pelagibacter sp902555945"	"other"
"Pelagibacter sp902556065"	"other"
"Pelagibacter sp902556265"	"other"
"Pelagibacter sp902556285"	"other"
"Pelagibacter sp902556505"	"other"
"Pelagibacter sp902556825"	"other"
"Pelagibacter sp902556905"	"other"
"Pelagibacter sp902557155"	"other"
"Pelagibacter sp902557215"	"other"
"Pelagibacter sp902557235"	"other"
"Pelagibacter sp902557385"	"other"
"Pelagibacter sp902557585"	"other"
"Pelagibacter sp902557995"	"other"
"Pelagibacter sp902558205"	"other"
"Pelagibacter sp902558225"	"other"
"Pelagibacter sp902558435"	"other"
"Pelagibacter sp902558545"	"other"
"Pelagibacter sp902558585"	"other"
"Pelagibacter sp902558705"	"other"
"Pelagibacter sp902558795"	"other"
"Pelagibacter sp902558815"	"other"
"Pelagibacter sp902558835"	"other"
"Pelagibacter sp902559075"	"other"
"Pelagibacter sp902559305"	"other"
"Pelagibacter sp902559395"	"other"
"Pelagibacter sp902559565"	"other"
"Pelagibacter sp902559605"	"other"
"Pelagibacter sp902559635"	"other"
"Pelagibacter sp902559935"	"other"
"Pelagibacter sp902560015"	"other"
"Pelagibacter sp902560075"	"other"
"Pelagibacter sp902560185"	"other"
"Pelagibacter sp902560225"	"other"
"Pelagibacter sp902560245"	"other"
"Pelagibacter sp902560565"	"other"
"Pelagibacter sp902560625"	"other"
"Pelagibacter sp902560685"	"other"
"Pelagibacter sp902560805"	"other"
"Pelagibacter sp902560815"	"other"
"Pelagibacter sp902560855"	"other"
"Pelagibacter sp902561015"	"other"
"Pelagibacter sp902561075"	"other"
"Pelagibacter sp902561095"	"other"
"Pelagibacter sp902561765"	"other"
"Pelagibacter sp902562205"	"other"
"Pelagibacter sp902562645"	"other"
"Pelagibacter sp902562875"	"other"
"Pelagibacter sp902563075"	"other"
"Pelagibacter sp902563435"	"other"
"Pelagibacter sp902563555"	"other"
"Pelagibacter sp902564245"	"other"
"Pelagibacter sp902564265"	"other"
"Pelagibacter sp902564385"	"other"
"Pelagibacter sp902564565"	"other"
"Pelagibacter sp902564785"	"other"
"Pelagibacter sp902565325"	"other"
"Pelagibacter sp902565385"	"other"
"Pelagibacter sp902565935"	"other"
"Pelagibacter sp902566315"	"other"
"Pelagibacter sp902566365"	"other"
"Pelagibacter sp902566705"	"other"
"Pelagibacter sp902566755"	"other"
"Pelagibacter sp902566775"	"other"
"Pelagibacter sp902566785"	"other"
"Pelagibacter sp902566805"	"other"
"Pelagibacter sp902567045"	"other"
"Pelagibacter sp902567235"	"other"
"Pelagibacter sp902567765"	"other"
"Pelagibacter sp902568235"	"other"
"Pelagibacter sp902568855"	"other"
"Pelagibacter sp902568875"	"other"
"Pelagibacter sp902568975"	"other"
"Pelagibacter sp902569055"	"other"
"Pelagibacter sp902569105"	"other"
"Pelagibacter sp902569245"	"other"
"Pelagibacter sp902569285"	"other"
"Pelagibacter sp902569405"	"other"
"Pelagibacter sp902569415"	"other"
"Pelagibacter sp902569615"	"other"
"Pelagibacter sp902569725"	"other"
"Pelagibacter sp902569975"	"other"
"Pelagibacter sp902570055"	"other"
"Pelagibacter sp902570125"	"other"
"Pelagibacter sp902570425"	"other"
"Pelagibacter sp902570505"	"other"
"Pelagibacter sp902570525"	"other"
"Pelagibacter sp902570545"	"other"
"Pelagibacter sp902570695"	"other"
"Pelagibacter sp902570715"	"other"
"Pelagibacter sp902570915"	"other"
"Pelagibacter sp902571015"	"other"
"Pelagibacter sp902571055"	"other"
"Pelagibacter sp902571135"	"other"
"Pelagibacter sp902571235"	"other"
"Pelagibacter sp902571375"	"other"
"Pelagibacter sp902571425"	"other"
"Pelagibacter sp902571525"	"other"
"Pelagibacter sp902571915"	"other"
"Pelagibacter sp902571925"	"other"
"Pelagibacter sp902571955"	"other"
"Pelagibacter sp902571975"	"other"
"Pelagibacter sp902572005"	"other"
"Pelagibacter sp902572155"	"other"
"Pelagibacter sp902572225"	"other"
"Pelagibacter sp902572515"	"other"
"Pelagibacter sp902572775"	"other"
"Pelagibacter sp902572925"	"other"
"Pelagibacter sp902572945"	"other"
"Pelagibacter sp902573235"	"other"
"Pelagibacter sp902573295"	"other"
"Pelagibacter sp902573385"	"other"
"Pelagibacter sp902573465"	"other"
"Pelagibacter sp902573585"	"other"
"Pelagibacter sp902573705"	"other"
"Pelagibacter sp902573755"	"other"
"Pelagibacter sp902574215"	"other"
"Pelagibacter sp902574345"	"other"
"Pelagibacter sp902574525"	"other"
"Pelagibacter sp902574685"	"other"
"Pelagibacter sp902574695"	"other"
"Pelagibacter sp902574705"	"other"
"Pelagibacter sp902574725"	"other"
"Pelagibacter sp902575835"	"other"
"Pelagibacter sp902576045"	"other"
"Pelagibacter sp902576115"	"other"
"Pelagibacter sp902576335"	"other"
"Pelagibacter sp902576375"	"other"
"Pelagibacter sp902576395"	"other"
"Pelagibacter sp902576765"	"other"
"Pelagibacter sp902576785"	"other"
"Pelagibacter sp902576815"	"other"
"Pelagibacter sp902577075"	"other"
"Pelagibacter sp902577285"	"other"
"Pelagibacter sp902577525"	"other"
"Pelagibacter sp902577625"	"other"
"Pelagibacter sp902577875"	"other"
"Pelagibacter sp902578175"	"other"
"Pelagibacter sp902578255"	"other"
"Pelagibacter sp902578265"	"other"
"Pelagibacter sp902578325"	"other"
"Pelagibacter sp902578525"	"other"
"Pelagibacter sp902578775"	"other"
"Pelagibacter sp902579085"	"other"
"Pelagibacter sp902579105"	"other"
"Pelagibacter sp902579215"	"other"
"Pelagibacter sp902579465"	"other"
"Pelagibacter sp902579925"	"other"
"Pelagibacter sp902579985"	"other"
"Pelagibacter sp902580135"	"other"
"Pelagibacter sp902580275"	"other"
"Pelagibacter sp902580335"	"other"
"Pelagibacter sp902580505"	"other"
"Pelagibacter sp902580535"	"other"
"Pelagibacter sp902580895"	"other"
"Pelagibacter sp902580945"	"other"
"Pelagibacter sp902581405"	"other"
"Pelagibacter sp902581445"	"other"
"Pelagibacter sp902581585"	"other"
"Pelagibacter sp902581605"	"other"
"Pelagibacter sp902581695"	"other"
"Pelagibacter sp902581925"	"other"
"Pelagibacter sp902582105"	"other"
"Pelagibacter sp902582235"	"other"
"Pelagibacter sp902582315"	"other"
"Pelagibacter sp902582385"	"other"
"Pelagibacter sp902582605"	"other"
"Pelagibacter sp902582735"	"other"
"Pelagibacter sp902582765"	"other"
"Pelagibacter sp902582845"	"other"
"Pelagibacter sp902583075"	"other"
"Pelagibacter sp902583295"	"other"
"Pelagibacter sp902583345"	"other"
"Pelagibacter sp902583455"	"other"
"Pelagibacter sp902583635"	"other"
"Pelagibacter sp902583645"	"other"
"Pelagibacter sp902584015"	"other"
"Pelagibacter sp902584225"	"other"
"Pelagibacter sp902584685"	"other"
"Pelagibacter sp902584915"	"other"
"Pelagibacter sp902584995"	"other"
"Pelagibacter sp902585265"	"other"
"Pelagibacter sp902585365"	"other"
"Pelagibacter sp902585415"	"other"
"Pelagibacter sp902586025"	"other"
"Pelagibacter sp902586125"	"other"
"Pelagibacter sp902586395"	"other"
"Pelagibacter sp902586485"	"other"
"Pelagibacter sp902586495"	"other"
"Pelagibacter sp902587095"	"other"
"Pelagibacter sp902587155"	"other"
"Pelagibacter sp902587215"	"other"
"Pelagibacter sp902587315"	"other"
"Pelagibacter sp902587435"	"other"
"Pelagibacter sp902587665"	"other"
"Pelagibacter sp902587735"	"other"
"Pelagibacter sp902587755"	"other"
"Pelagibacter sp902588255"	"other"
"Pelagibacter sp902588315"	"other"
"Pelagibacter sp902588595"	"other"
"Pelagibacter sp902588635"	"other"
"Pelagibacter sp902588835"	"other"
"Pelagibacter sp902588855"	"other"
"Pelagibacter sp902588895"	"other"
"Pelagibacter sp902588925"	"other"
"Pelagibacter sp902588965"	"other"
"Pelagibacter sp902588975"	"other"
"Pelagibacter sp902589315"	"other"
"Pelagibacter sp902589345"	"other"
"Pelagibacter sp902589395"	"other"
"Pelagibacter sp902589455"	"other"
"Pelagibacter sp902589725"	"other"
"Pelagibacter sp902589765"	"other"
"Pelagibacter sp902590125"	"other"
"Pelagibacter sp902590295"	"other"
"Pelagibacter sp902590365"	"other"
"Pelagibacter sp902590535"	"other"
"Pelagibacter sp902590915"	"other"
"Pelagibacter sp902591025"	"other"
"Pelagibacter sp902591185"	"other"
"Pelagibacter sp902591535"	"other"
"Pelagibacter sp902591695"	"other"
"Pelagibacter sp902591755"	"other"
"Pelagibacter sp902591775"	"other"
"Pelagibacter sp902591845"	"other"
"Pelagibacter sp902592265"	"other"
"Pelagibacter sp902592275"	"other"
"Pelagibacter sp902592285"	"other"
"Pelagibacter sp902592325"	"other"
"Pelagibacter sp902592375"	"other"
"Pelagibacter sp902592445"	"other"
"Pelagibacter sp902592545"	"other"
"Pelagibacter sp902592675"	"other"
"Pelagibacter sp902592715"	"other"
"Pelagibacter sp902592935"	"other"
"Pelagibacter sp902592965"	"other"
"Pelagibacter sp902592985"	"other"
"Pelagibacter sp902593235"	"other"
"Pelagibacter sp902593285"	"other"
"Pelagibacter sp902593405"	"other"
"Pelagibacter sp902593445"	"other"
"Pelagibacter sp902593845"	"other"
"Pelagibacter sp902594235"	"other"
"Pelagibacter sp902594245"	"other"
"Pelagibacter sp902594255"	"other"
"Pelagibacter sp902594335"	"other"
"Pelagibacter sp902594395"	"other"
"Pelagibacter sp902594405"	"other"
"Pelagibacter sp902594605"	"other"
"Pelagibacter sp902594655"	"other"
"Pelagibacter sp902594675"	"other"
"Pelagibacter sp902594705"	"other"
"Pelagibacter sp902594825"	"other"
"Pelagibacter sp902594865"	"other"
"Pelagibacter sp902594915"	"other"
"Pelagibacter sp902595105"	"other"
"Pelagibacter sp902595115"	"other"
"Pelagibacter sp902595125"	"other"
"Pelagibacter sp902595285"	"other"
"Pelagibacter sp902595465"	"other"
"Pelagibacter sp902595535"	"other"
"Pelagibacter sp902595595"	"other"
"Pelagibacter sp902595635"	"other"
"Pelagibacter sp902595725"	"other"
"Pelagibacter sp902595745"	"other"
"Pelagibacter sp902595795"	"other"
"Pelagibacter sp902595815"	"other"
"Pelagibacter sp902595885"	"other"
"Pelagibacter sp902596045"	"other"
"Pelagibacter sp902596185"	"other"
"Pelagibacter sp902596325"	"other"
"Pelagibacter sp902596355"	"other"
"Pelagibacter sp902596375"	"other"
"Pelagibacter sp902596515"	"other"
"Pelagibacter sp902596595"	"other"
"Pelagibacter sp902596675"	"other"
"Pelagibacter sp902596785"	"other"
"Pelagibacter sp902596915"	"other"
"Pelagibacter sp902596925"	"other"
"Pelagibacter sp902596975"	"other"
"Pelagibacter sp902597055"	"other"
"Pelagibacter sp902597215"	"other"
"Pelagibacter sp902597335"	"other"
"Pelagibacter sp902597425"	"other"
"Pelagibacter sp902597515"	"other"
"Pelagibacter sp902597555"	"other"
"Pelagibacter sp902597575"	"other"
"Pelagibacter sp902597675"	"other"
"Pelagibacter sp902597695"	"other"
"Pelagibacter sp902597725"	"other"
"Pelagibacter sp902597865"	"other"
"Pelagibacter sp902597895"	"other"
"Pelagibacter sp902598015"	"other"
"Pelagibacter sp902598425"	"other"
"Pelagibacter sp902598485"	"other"
"Pelagibacter sp902598655"	"other"
"Pelagibacter sp902598825"	"other"
"Pelagibacter sp902599335"	"other"
"Pelagibacter sp902599485"	"other"
"Pelagibacter sp902599575"	"other"
"Pelagibacter sp902599605"	"other"
"Pelagibacter sp902599625"	"other"
"Pelagibacter sp902599665"	"other"
"Pelagibacter sp902599955"	"other"
"Pelagibacter sp902599995"	"other"
"Pelagibacter sp902600205"	"other"
"Pelagibacter sp902600245"	"other"
"Pelagibacter sp902600485"	"other"
"Pelagibacter sp902600635"	"other"
"Pelagibacter sp902600855"	"other"
"Pelagibacter sp902601235"	"other"
"Pelagibacter sp902601315"	"other"
"Pelagibacter sp902601785"	"other"
"Pelagibacter sp902601895"	"other"
"Pelagibacter sp902602105"	"other"
"Pelagibacter sp902602575"	"other"
"Pelagibacter sp902603045"	"other"
"Pelagibacter sp902603305"	"other"
"Pelagibacter sp902603475"	"other"
"Pelagibacter sp902603555"	"other"
"Pelagibacter sp902603625"	"other"
"Pelagibacter sp902603665"	"other"
"Pelagibacter sp902603905"	"other"
"Pelagibacter sp902603925"	"other"
"Pelagibacter sp902604005"	"other"
"Pelagibacter sp902604035"	"other"
"Pelagibacter sp902604175"	"other"
"Pelagibacter sp902604245"	"other"
"Pelagibacter sp902604265"	"other"
"Pelagibacter sp902604305"	"other"
"Pelagibacter sp902604355"	"other"
"Pelagibacter sp902604525"	"other"
"Pelagibacter sp902604545"	"other"
"Pelagibacter sp902604565"	"other"
"Pelagibacter sp902604575"	"other"
